-999,1,0.0360,0,0,
0.005,  0.83623 ,0.0218638,0.16377, 0.001213,
0.01,0.741807, 0.0155596,0.258193, 0.0018793,
0.015,0.645633,0.0115809,0.354367,0.002649,
0.02, 0.50448 ,0.008379 ,0.495516, 0.00310688,
0.025, 0.36136  ,0.0048931 ,0.63864, 0.0036728,
0.03, 0.27554 ,0.00337022,0.7244578,0.00412827 , 
999,0,0,1,0.0045,
