-999,1,0.102445,0,0,
0.005,  0.81097 ,0.0448243,0.18903, 0.00258068,
0.01,0.719321, 0.032202748,0.280679, 0.00373525,
0.015,0.622656,0.02369823,0.377344,0.00443026,
0.02, 0.521378 ,0.01715625 ,0.478622, 0.00480375,
0.025, 0.391881 ,0.010453158 ,0.608119, 0.005027841,
0.03, 0.252525 ,0.00581614,0.747475,0.00538985, 
999,0,0,1,0.0045,
